region	chr	midPos	Nsites
(156798,157297)(156800,157299)(156800,157300)	Mt	157050	501	0.119133
(156898,157397)(156900,157399)(156900,157400)	Mt	157150	501	0.122420
(156998,157497)(157000,157499)(157000,157500)	Mt	157250	501	0.116321
(157098,157597)(157100,157599)(157100,157600)	Mt	157350	501	0.112116
(157198,157697)(157200,157699)(157200,157700)	Mt	157450	501	0.113948
(157298,157797)(157300,157799)(157300,157800)	Mt	157550	501	0.099449
(157398,157897)(157400,157899)(157400,157900)	Mt	157650	501	0.103627
(157498,157997)(157500,157999)(157500,158000)	Mt	157750	501	0.104417
(157598,158097)(157600,158099)(157600,158100)	Mt	157850	501	0.101196
(157698,158197)(157700,158199)(157700,158200)	Mt	157950	501	0.101737
(157798,158297)(157800,158299)(157800,158300)	Mt	158050	501	0.103347
(157898,158397)(157900,158399)(157900,158400)	Mt	158150	501	0.097530
(157998,158497)(158000,158499)(158000,158500)	Mt	158250	501	0.095090
(158098,158597)(158100,158599)(158100,158600)	Mt	158350	501	0.098464
(158198,158697)(158200,158699)(158200,158700)	Mt	158450	501	0.095248
(158298,158797)(158300,158799)(158300,158800)	Mt	158550	501	0.095857
(158398,158897)(158400,158899)(158400,158900)	Mt	158650	501	0.094182
(158498,158997)(158500,158999)(158500,159000)	Mt	158750	501	0.092392
(158598,159097)(158600,159099)(158600,159100)	Mt	158850	501	0.102123
(158698,159197)(158700,159199)(158700,159200)	Mt	158950	501	0.098264
(158798,159297)(158800,159299)(158800,159300)	Mt	159050	501	0.103622
(158898,159397)(158900,159399)(158900,159400)	Mt	159150	501	0.096194
(158998,159497)(159000,159499)(159000,159500)	Mt	159250	501	0.099197
(159098,159597)(159100,159599)(159100,159600)	Mt	159350	501	0.100671
(159198,159697)(159200,159699)(159200,159700)	Mt	159450	501	0.104887
(159298,159797)(159300,159799)(159300,159800)	Mt	159550	501	0.101916
(159398,159897)(159400,159899)(159400,159900)	Mt	159650	501	0.108723
(159498,159997)(159500,159999)(159500,160000)	Mt	159750	501	0.111679
(159598,160097)(159600,160099)(159600,160100)	Mt	159850	501	0.102908
(159698,160197)(159700,160199)(159700,160200)	Mt	159950	501	0.104639
(159798,160297)(159800,160299)(159800,160300)	Mt	160050	501	0.103797
(159898,160397)(159900,160399)(159900,160400)	Mt	160150	501	0.107845
(159998,160497)(160000,160499)(160000,160500)	Mt	160250	501	0.105166
(160098,160597)(160100,160599)(160100,160600)	Mt	160350	501	0.100652
(160198,160697)(160200,160699)(160200,160700)	Mt	160450	501	0.102442
(160298,160797)(160300,160799)(160300,160800)	Mt	160550	501	0.101298
(160398,160897)(160400,160899)(160400,160900)	Mt	160650	501	0.095380
(160498,160997)(160500,160999)(160500,161000)	Mt	160750	501	0.101073
(160598,161097)(160600,161099)(160600,161100)	Mt	160850	501	0.105623
(160698,161197)(160700,161199)(160700,161200)	Mt	160950	501	0.100984
(160798,161297)(160800,161299)(160800,161300)	Mt	161050	501	0.102092
(160898,161397)(160900,161399)(160900,161400)	Mt	161150	501	0.108703
(160998,161497)(161000,161499)(161000,161500)	Mt	161250	501	0.108035
(161098,161597)(161100,161599)(161100,161600)	Mt	161350	501	0.107780
(161198,161697)(161200,161699)(161200,161700)	Mt	161450	501	0.117596
(161298,161797)(161300,161799)(161300,161800)	Mt	161550	501	0.119156
(161398,161897)(161400,161899)(161400,161900)	Mt	161650	501	0.108973
(161498,161997)(161500,161999)(161500,162000)	Mt	161750	501	0.107998
(161598,162097)(161600,162099)(161600,162100)	Mt	161850	501	0.105773
(161698,162197)(161700,162199)(161700,162200)	Mt	161950	501	0.102008
(161798,162297)(161800,162299)(161800,162300)	Mt	162050	501	0.098134
(161898,162397)(161900,162399)(161900,162400)	Mt	162150	501	0.104327
(161998,162497)(162000,162499)(162000,162500)	Mt	162250	501	0.100329
(162098,162597)(162100,162599)(162100,162600)	Mt	162350	501	0.096793
(162198,162697)(162200,162699)(162200,162700)	Mt	162450	501	0.102299
(162298,162797)(162300,162799)(162300,162800)	Mt	162550	501	0.097621
(162398,162897)(162400,162899)(162400,162900)	Mt	162650	501	0.083404
(162498,162997)(162500,162999)(162500,163000)	Mt	162750	501	0.082322
(162598,163097)(162600,163099)(162600,163100)	Mt	162850	501	0.085995
(162698,163197)(162700,163199)(162700,163200)	Mt	162950	501	0.080127
(162798,163297)(162800,163299)(162800,163300)	Mt	163050	501	0.089342
(162898,163397)(162900,163399)(162900,163400)	Mt	163150	501	0.110395
(162998,163497)(163000,163499)(163000,163500)	Mt	163250	501	0.112942
(163098,163597)(163100,163599)(163100,163600)	Mt	163350	501	0.114299
(163198,163697)(163200,163699)(163200,163700)	Mt	163450	501	0.114228
(163298,163797)(163300,163799)(163300,163800)	Mt	163550	501	0.111882
(163398,163897)(163400,163899)(163400,163900)	Mt	163650	501	0.097451
(163498,163997)(163500,163999)(163500,164000)	Mt	163750	501	0.095143
(163598,164097)(163600,164099)(163600,164100)	Mt	163850	501	0.092189
(163698,164197)(163700,164199)(163700,164200)	Mt	163950	501	0.089170
(163798,164297)(163800,164299)(163800,164300)	Mt	164050	501	0.085693
(163898,164397)(163900,164399)(163900,164400)	Mt	164150	501	0.090822
(163998,164497)(164000,164499)(164000,164500)	Mt	164250	501	0.091175
(164098,164597)(164100,164599)(164100,164600)	Mt	164350	501	0.100729
(164198,164697)(164200,164699)(164200,164700)	Mt	164450	501	0.112209
(164298,164797)(164300,164799)(164300,164800)	Mt	164550	501	0.126545
(164398,164897)(164400,164899)(164400,164900)	Mt	164650	501	0.128448
(164498,164997)(164500,164999)(164500,165000)	Mt	164750	501	0.130709
(164598,165097)(164600,165099)(164600,165100)	Mt	164850	501	0.122708
(164698,165197)(164700,165199)(164700,165200)	Mt	164950	501	0.116789
(164798,165297)(164800,165299)(164800,165300)	Mt	165050	501	0.112181
(164898,165397)(164900,165399)(164900,165400)	Mt	165150	501	0.119392
(164998,165497)(165000,165499)(165000,165500)	Mt	165250	501	0.115756
(165098,165597)(165100,165599)(165100,165600)	Mt	165350	501	0.123208
(165198,165697)(165200,165699)(165200,165700)	Mt	165450	501	0.119464
(165298,165797)(165300,165799)(165300,165800)	Mt	165550	501	0.109063
(165398,165897)(165400,165899)(165400,165900)	Mt	165650	501	0.099213
(165498,165997)(165500,165999)(165500,166000)	Mt	165750	501	0.113221
(165598,166097)(165600,166099)(165600,166100)	Mt	165850	501	0.108694
(165698,166197)(165700,166199)(165700,166200)	Mt	165950	501	0.107577
(165798,166297)(165800,166299)(165800,166300)	Mt	166050	501	0.110861
(165898,166397)(165900,166399)(165900,166400)	Mt	166150	501	0.112054
(165998,166497)(166000,166499)(166000,166500)	Mt	166250	501	0.104334
(166098,166597)(166100,166599)(166100,166600)	Mt	166350	501	0.101175
(166198,166697)(166200,166699)(166200,166700)	Mt	166450	501	0.105959
(166298,166797)(166300,166799)(166300,166800)	Mt	166550	501	0.103381
(166398,166897)(166400,166899)(166400,166900)	Mt	166650	501	0.108432
(166498,166997)(166500,166999)(166500,167000)	Mt	166750	501	0.108578
(166598,167097)(166600,167099)(166600,167100)	Mt	166850	501	0.106838
(166698,167197)(166700,167199)(166700,167200)	Mt	166950	501	0.107739
(166798,167297)(166800,167299)(166800,167300)	Mt	167050	501	0.107584
(166898,167397)(166900,167399)(166900,167400)	Mt	167150	501	0.105121
(166998,167497)(167000,167499)(167000,167500)	Mt	167250	501	0.102125
(167098,167597)(167100,167599)(167100,167600)	Mt	167350	501	0.118796
(167198,167697)(167200,167699)(167200,167700)	Mt	167450	501	0.115378
(167298,167797)(167300,167799)(167300,167800)	Mt	167550	501	0.116666
(167398,167897)(167400,167899)(167400,167900)	Mt	167650	501	0.110076
(167498,167997)(167500,167999)(167500,168000)	Mt	167750	501	0.105939
(167598,168097)(167600,168099)(167600,168100)	Mt	167850	501	0.096094
(167698,168197)(167700,168199)(167700,168200)	Mt	167950	501	0.094494
(167798,168297)(167800,168299)(167800,168300)	Mt	168050	501	0.096451
(167898,168397)(167900,168399)(167900,168400)	Mt	168150	501	0.107322
(167998,168497)(168000,168499)(168000,168500)	Mt	168250	501	0.112892
(168098,168597)(168100,168599)(168100,168600)	Mt	168350	501	0.112043
(168198,168697)(168200,168699)(168200,168700)	Mt	168450	501	0.112631
(168298,168797)(168300,168799)(168300,168800)	Mt	168550	501	0.106486
(168398,168897)(168400,168899)(168400,168900)	Mt	168650	501	0.097617
(168498,168997)(168500,168999)(168500,169000)	Mt	168750	501	0.093695
(168598,169097)(168600,169099)(168600,169100)	Mt	168850	501	0.093175
(168698,169197)(168700,169199)(168700,169200)	Mt	168950	501	0.103304
(168798,169297)(168800,169299)(168800,169300)	Mt	169050	501	0.107734
(168898,169397)(168900,169399)(168900,169400)	Mt	169150	501	0.125483
(168998,169497)(169000,169499)(169000,169500)	Mt	169250	501	0.126464
(169098,169597)(169100,169599)(169100,169600)	Mt	169350	501	0.131979
(169198,169697)(169200,169699)(169200,169700)	Mt	169450	501	0.122355
(169298,169797)(169300,169799)(169300,169800)	Mt	169550	501	0.119326
(169398,169897)(169400,169899)(169400,169900)	Mt	169650	501	0.108693
(169498,169997)(169500,169999)(169500,170000)	Mt	169750	501	0.115093
(169598,170097)(169600,170099)(169600,170100)	Mt	169850	501	0.106412
(169698,170197)(169700,170199)(169700,170200)	Mt	169950	501	0.108847
(169798,170297)(169800,170299)(169800,170300)	Mt	170050	501	0.110640
(169898,170397)(169900,170399)(169900,170400)	Mt	170150	501	0.108806
(169998,170497)(170000,170499)(170000,170500)	Mt	170250	501	0.111427
(170098,170597)(170100,170599)(170100,170600)	Mt	170350	501	0.113264
(170198,170697)(170200,170699)(170200,170700)	Mt	170450	501	0.118071
(170298,170797)(170300,170799)(170300,170800)	Mt	170550	501	0.124496
(170398,170897)(170400,170899)(170400,170900)	Mt	170650	501	0.124260
(170498,170997)(170500,170999)(170500,171000)	Mt	170750	501	0.123172
(170598,171097)(170600,171099)(170600,171100)	Mt	170850	501	0.126220
(170698,171197)(170700,171199)(170700,171200)	Mt	170950	501	0.124889
(170798,171297)(170800,171299)(170800,171300)	Mt	171050	501	0.117571
(170898,171397)(170900,171399)(170900,171400)	Mt	171150	501	0.109608
(170998,171497)(171000,171499)(171000,171500)	Mt	171250	501	0.105319
(171098,171597)(171100,171599)(171100,171600)	Mt	171350	501	0.099170
(171198,171697)(171200,171699)(171200,171700)	Mt	171450	501	0.099623
(171298,171797)(171300,171799)(171300,171800)	Mt	171550	501	0.106773
(171398,171897)(171400,171899)(171400,171900)	Mt	171650	501	0.111007
(171498,171997)(171500,171999)(171500,172000)	Mt	171750	501	0.111986
(171598,172097)(171600,172099)(171600,172100)	Mt	171850	501	0.118992
(171698,172197)(171700,172199)(171700,172200)	Mt	171950	501	0.128310
(171798,172297)(171800,172299)(171800,172300)	Mt	172050	501	0.116587
(171898,172397)(171900,172399)(171900,172400)	Mt	172150	501	0.118297
(171998,172497)(172000,172499)(172000,172500)	Mt	172250	501	0.115460
(172098,172597)(172100,172599)(172100,172600)	Mt	172350	501	0.104024
(172198,172697)(172200,172699)(172200,172700)	Mt	172450	501	0.094841
(172298,172797)(172300,172799)(172300,172800)	Mt	172550	501	0.097940
(172398,172897)(172400,172899)(172400,172900)	Mt	172650	501	0.094146
(172498,172997)(172500,172999)(172500,173000)	Mt	172750	501	0.093818
(172598,173097)(172600,173099)(172600,173100)	Mt	172850	501	0.099488
(172698,173197)(172700,173199)(172700,173200)	Mt	172950	501	0.095803
(172798,173297)(172800,173299)(172800,173300)	Mt	173050	501	0.093242
(172898,173397)(172900,173399)(172900,173400)	Mt	173150	501	0.100095
(172998,173497)(173000,173499)(173000,173500)	Mt	173250	501	0.105723
(173098,173597)(173100,173599)(173100,173600)	Mt	173350	501	0.106532
(173198,173697)(173200,173699)(173200,173700)	Mt	173450	501	0.101603
(173298,173797)(173300,173799)(173300,173800)	Mt	173550	501	0.102995
(173398,173897)(173400,173899)(173400,173900)	Mt	173650	501	0.093403
(173498,173997)(173500,173999)(173500,174000)	Mt	173750	501	0.089485
(173598,174097)(173600,174099)(173600,174100)	Mt	173850	501	0.093431
(173698,174197)(173700,174199)(173700,174200)	Mt	173950	501	0.114131
(173798,174297)(173800,174299)(173800,174300)	Mt	174050	501	0.118510
(173898,174397)(173900,174399)(173900,174400)	Mt	174150	501	0.123959
(173998,174497)(174000,174499)(174000,174500)	Mt	174250	501	0.127911
(174098,174597)(174100,174599)(174100,174600)	Mt	174350	501	0.126463
(174198,174697)(174200,174699)(174200,174700)	Mt	174450	501	0.111357
(174298,174797)(174300,174799)(174300,174800)	Mt	174550	501	0.113487
(174398,174897)(174400,174899)(174400,174900)	Mt	174650	501	0.112481
(174498,174997)(174500,174999)(174500,175000)	Mt	174750	501	0.109943
(174598,175097)(174600,175099)(174600,175100)	Mt	174850	501	0.107650
(174698,175197)(174700,175199)(174700,175200)	Mt	174950	501	0.116341
(174798,175297)(174800,175299)(174800,175300)	Mt	175050	501	0.110991
(174898,175397)(174900,175399)(174900,175400)	Mt	175150	501	0.113648
(174998,175497)(175000,175499)(175000,175500)	Mt	175250	501	0.113621
(175098,175597)(175100,175599)(175100,175600)	Mt	175350	501	0.113488
(175198,175697)(175200,175699)(175200,175700)	Mt	175450	501	0.108551
(175298,175797)(175300,175799)(175300,175800)	Mt	175550	501	0.116516
(175398,175897)(175400,175899)(175400,175900)	Mt	175650	501	0.116229
(175498,175997)(175500,175999)(175500,176000)	Mt	175750	501	0.110989
(175598,176097)(175600,176099)(175600,176100)	Mt	175850	501	0.117563
(175698,176197)(175700,176199)(175700,176200)	Mt	175950	501	0.114183
(175798,176297)(175800,176299)(175800,176300)	Mt	176050	501	0.121901
(175898,176397)(175900,176399)(175900,176400)	Mt	176150	501	0.124091
(175998,176497)(176000,176499)(176000,176500)	Mt	176250	501	0.130130
(176098,176597)(176100,176599)(176100,176600)	Mt	176350	501	0.119438
(176198,176697)(176200,176699)(176200,176700)	Mt	176450	501	0.119412
(176298,176797)(176300,176799)(176300,176800)	Mt	176550	501	0.110033
(176398,176897)(176400,176899)(176400,176900)	Mt	176650	501	0.110531
(176498,176997)(176500,176999)(176500,177000)	Mt	176750	501	0.103813
(176598,177097)(176600,177099)(176600,177100)	Mt	176850	501	0.105465
(176698,177197)(176700,177199)(176700,177200)	Mt	176950	501	0.107366
(176798,177297)(176800,177299)(176800,177300)	Mt	177050	501	0.099876
(176898,177397)(176900,177399)(176900,177400)	Mt	177150	501	0.096181
(176998,177497)(177000,177499)(177000,177500)	Mt	177250	501	0.092051
(177098,177597)(177100,177599)(177100,177600)	Mt	177350	501	0.089241
(177198,177697)(177200,177699)(177200,177700)	Mt	177450	501	0.089897
(177298,177797)(177300,177799)(177300,177800)	Mt	177550	501	0.097283
(177398,177897)(177400,177899)(177400,177900)	Mt	177650	501	0.094276
(177498,177997)(177500,177999)(177500,178000)	Mt	177750	501	0.110373
(177598,178097)(177600,178099)(177600,178100)	Mt	177850	501	0.114327
(177698,178197)(177700,178199)(177700,178200)	Mt	177950	501	0.111995
(177798,178297)(177800,178299)(177800,178300)	Mt	178050	501	0.111321
(177898,178397)(177900,178399)(177900,178400)	Mt	178150	501	0.115416
(177998,178497)(178000,178499)(178000,178500)	Mt	178250	501	0.109346
(178098,178597)(178100,178599)(178100,178600)	Mt	178350	501	0.105372
(178198,178697)(178200,178699)(178200,178700)	Mt	178450	501	0.103686
(178298,178797)(178300,178799)(178300,178800)	Mt	178550	501	0.098310
(178398,178897)(178400,178899)(178400,178900)	Mt	178650	501	0.095407
(178498,178997)(178500,178999)(178500,179000)	Mt	178750	501	0.096725
(178598,179097)(178600,179099)(178600,179100)	Mt	178850	501	0.108747
(178698,179197)(178700,179199)(178700,179200)	Mt	178950	501	0.107070
(178798,179297)(178800,179299)(178800,179300)	Mt	179050	501	0.109179
(178898,179397)(178900,179399)(178900,179400)	Mt	179150	501	0.112326
(178998,179497)(179000,179499)(179000,179500)	Mt	179250	501	0.108672
(179098,179597)(179100,179599)(179100,179600)	Mt	179350	501	0.103861
(179198,179697)(179200,179699)(179200,179700)	Mt	179450	501	0.100263
(179298,179797)(179300,179799)(179300,179800)	Mt	179550	501	0.101073
(179398,179897)(179400,179899)(179400,179900)	Mt	179650	501	0.105362
(179498,179997)(179500,179999)(179500,180000)	Mt	179750	501	0.101556
(179598,180097)(179600,180099)(179600,180100)	Mt	179850	501	0.107770
(179698,180197)(179700,180199)(179700,180200)	Mt	179950	501	0.107902
(179798,180297)(179800,180299)(179800,180300)	Mt	180050	501	0.107810
(179898,180397)(179900,180399)(179900,180400)	Mt	180150	501	0.101165
(179998,180497)(180000,180499)(180000,180500)	Mt	180250	501	0.111346
(180098,180597)(180100,180599)(180100,180600)	Mt	180350	501	0.101703
(180198,180697)(180200,180699)(180200,180700)	Mt	180450	501	0.106393
(180298,180797)(180300,180799)(180300,180800)	Mt	180550	501	0.116407
(180398,180897)(180400,180899)(180400,180900)	Mt	180650	501	0.115688
(180498,180997)(180500,180999)(180500,181000)	Mt	180750	501	0.108879
(180598,181097)(180600,181099)(180600,181100)	Mt	180850	501	0.108891
(180698,181197)(180700,181199)(180700,181200)	Mt	180950	501	0.114318
(180798,181297)(180800,181299)(180800,181300)	Mt	181050	501	0.099523
(180898,181397)(180900,181399)(180900,181400)	Mt	181150	501	0.104331
(180998,181497)(181000,181499)(181000,181500)	Mt	181250	501	0.103305
(181098,181597)(181100,181599)(181100,181600)	Mt	181350	501	0.108175
(181198,181697)(181200,181699)(181200,181700)	Mt	181450	501	0.097832
(181298,181797)(181300,181799)(181300,181800)	Mt	181550	501	0.103154
(181398,181897)(181400,181899)(181400,181900)	Mt	181650	501	0.100679
(181498,181997)(181500,181999)(181500,182000)	Mt	181750	501	0.108000
(181598,182097)(181600,182099)(181600,182100)	Mt	181850	501	0.108327
(181698,182197)(181700,182199)(181700,182200)	Mt	181950	501	0.122386
(181798,182297)(181800,182299)(181800,182300)	Mt	182050	501	0.120615
(181898,182397)(181900,182399)(181900,182400)	Mt	182150	501	0.121065
(181998,182497)(182000,182499)(182000,182500)	Mt	182250	501	0.114262
(182098,182597)(182100,182599)(182100,182600)	Mt	182350	501	0.118685
(182198,182697)(182200,182699)(182200,182700)	Mt	182450	501	0.108917
(182298,182797)(182300,182799)(182300,182800)	Mt	182550	501	0.112743
(182398,182897)(182400,182899)(182400,182900)	Mt	182650	501	0.111016
(182498,182997)(182500,182999)(182500,183000)	Mt	182750	501	0.115802
(182598,183097)(182600,183099)(182600,183100)	Mt	182850	501	0.113829
(182698,183197)(182700,183199)(182700,183200)	Mt	182950	501	0.114719
(182798,183297)(182800,183299)(182800,183300)	Mt	183050	501	0.106952
(182898,183397)(182900,183399)(182900,183400)	Mt	183150	501	0.106666
(182998,183497)(183000,183499)(183000,183500)	Mt	183250	501	0.104150
(183098,183597)(183100,183599)(183100,183600)	Mt	183350	501	0.092552
(183198,183697)(183200,183699)(183200,183700)	Mt	183450	501	0.095128
(183298,183797)(183300,183799)(183300,183800)	Mt	183550	501	0.107265
(183398,183897)(183400,183899)(183400,183900)	Mt	183650	501	0.108647
(183498,183997)(183500,183999)(183500,184000)	Mt	183750	501	0.103563
(183598,184097)(183600,184099)(183600,184100)	Mt	183850	501	0.113939
(183698,184197)(183700,184199)(183700,184200)	Mt	183950	501	0.111802
(183798,184297)(183800,184299)(183800,184300)	Mt	184050	501	0.103506
(183898,184397)(183900,184399)(183900,184400)	Mt	184150	501	0.102538
(183998,184497)(184000,184499)(184000,184500)	Mt	184250	501	0.108989
(184098,184597)(184100,184599)(184100,184600)	Mt	184350	501	0.101339
(184198,184697)(184200,184699)(184200,184700)	Mt	184450	501	0.103661
(184298,184797)(184300,184799)(184300,184800)	Mt	184550	501	0.105684
(184398,184897)(184400,184899)(184400,184900)	Mt	184650	501	0.106121
(184498,184997)(184500,184999)(184500,185000)	Mt	184750	501	0.107425
(184598,185097)(184600,185099)(184600,185100)	Mt	184850	501	0.114510
(184698,185197)(184700,185199)(184700,185200)	Mt	184950	501	0.110711
(184798,185297)(184800,185299)(184800,185300)	Mt	185050	501	0.116027
(184898,185397)(184900,185399)(184900,185400)	Mt	185150	501	0.111808
(184998,185497)(185000,185499)(185000,185500)	Mt	185250	501	0.106593
(185098,185597)(185100,185599)(185100,185600)	Mt	185350	501	0.097055
(185198,185697)(185200,185699)(185200,185700)	Mt	185450	501	0.103846
(185298,185797)(185300,185799)(185300,185800)	Mt	185550	501	0.084398
(185398,185897)(185400,185899)(185400,185900)	Mt	185650	501	0.084757
(185498,185997)(185500,185999)(185500,186000)	Mt	185750	501	0.086884
(185598,186097)(185600,186099)(185600,186100)	Mt	185850	501	0.089139
(185698,186197)(185700,186199)(185700,186200)	Mt	185950	501	0.096302
(185798,186297)(185800,186299)(185800,186300)	Mt	186050	501	0.108164
(185898,186397)(185900,186399)(185900,186400)	Mt	186150	501	0.112424
(185998,186497)(186000,186499)(186000,186500)	Mt	186250	501	0.101644
(186098,186597)(186100,186599)(186100,186600)	Mt	186350	501	0.116700
(186198,186697)(186200,186699)(186200,186700)	Mt	186450	501	0.104443
(186298,186797)(186300,186799)(186300,186800)	Mt	186550	501	0.110370
(186398,186897)(186400,186899)(186400,186900)	Mt	186650	501	0.108571
(186498,186997)(186500,186999)(186500,187000)	Mt	186750	501	0.111159
(186598,187097)(186600,187099)(186600,187100)	Mt	186850	501	0.098874
(186698,187197)(186700,187199)(186700,187200)	Mt	186950	501	0.093316
(186798,187297)(186800,187299)(186800,187300)	Mt	187050	501	0.095229
(186898,187397)(186900,187399)(186900,187400)	Mt	187150	501	0.099005
(186998,187497)(187000,187499)(187000,187500)	Mt	187250	501	0.105389
(187098,187597)(187100,187599)(187100,187600)	Mt	187350	501	0.109155
(187198,187697)(187200,187699)(187200,187700)	Mt	187450	501	0.116451
(187298,187797)(187300,187799)(187300,187800)	Mt	187550	501	0.108423
(187398,187897)(187400,187899)(187400,187900)	Mt	187650	501	0.099693
(187498,187997)(187500,187999)(187500,188000)	Mt	187750	501	0.106487
(187598,188097)(187600,188099)(187600,188100)	Mt	187850	501	0.100399
(187698,188197)(187700,188199)(187700,188200)	Mt	187950	501	0.095946
(187798,188297)(187800,188299)(187800,188300)	Mt	188050	501	0.097016
(187898,188397)(187900,188399)(187900,188400)	Mt	188150	501	0.112316
(187998,188497)(188000,188499)(188000,188500)	Mt	188250	501	0.103824
(188098,188597)(188100,188599)(188100,188600)	Mt	188350	501	0.102113
(188198,188697)(188200,188699)(188200,188700)	Mt	188450	501	0.109047
(188298,188797)(188300,188799)(188300,188800)	Mt	188550	501	0.112345
(188398,188897)(188400,188899)(188400,188900)	Mt	188650	501	0.110398
(188498,188997)(188500,188999)(188500,189000)	Mt	188750	501	0.108699
(188598,189097)(188600,189099)(188600,189100)	Mt	188850	501	0.106947
(188698,189197)(188700,189199)(188700,189200)	Mt	188950	501	0.107557
(188798,189297)(188800,189299)(188800,189300)	Mt	189050	501	0.106632
(188898,189397)(188900,189399)(188900,189400)	Mt	189150	501	0.096563
(188998,189497)(189000,189499)(189000,189500)	Mt	189250	501	0.111499
(189098,189597)(189100,189599)(189100,189600)	Mt	189350	501	0.113880
(189198,189697)(189200,189699)(189200,189700)	Mt	189450	501	0.110860
(189298,189797)(189300,189799)(189300,189800)	Mt	189550	501	0.112036
(189398,189897)(189400,189899)(189400,189900)	Mt	189650	501	0.119274
(189498,189997)(189500,189999)(189500,190000)	Mt	189750	501	0.106323
(189598,190097)(189600,190099)(189600,190100)	Mt	189850	501	0.111591
(189698,190197)(189700,190199)(189700,190200)	Mt	189950	501	0.111153
(189798,190297)(189800,190299)(189800,190300)	Mt	190050	501	0.103443
(189898,190397)(189900,190399)(189900,190400)	Mt	190150	501	0.103676
(189998,190497)(190000,190499)(190000,190500)	Mt	190250	501	0.103894
(190098,190597)(190100,190599)(190100,190600)	Mt	190350	501	0.102801
(190198,190697)(190200,190699)(190200,190700)	Mt	190450	501	0.099160
(190298,190797)(190300,190799)(190300,190800)	Mt	190550	501	0.100472
(190398,190897)(190400,190899)(190400,190900)	Mt	190650	501	0.100110
(190498,190997)(190500,190999)(190500,191000)	Mt	190750	501	0.105992
(190598,191097)(190600,191099)(190600,191100)	Mt	190850	501	0.103348
(190698,191197)(190700,191199)(190700,191200)	Mt	190950	501	0.116951
(190798,191297)(190800,191299)(190800,191300)	Mt	191050	501	0.128285
(190898,191397)(190900,191399)(190900,191400)	Mt	191150	501	0.122960
(190998,191497)(191000,191499)(191000,191500)	Mt	191250	501	0.115182
(191098,191597)(191100,191599)(191100,191600)	Mt	191350	501	0.123751
(191198,191697)(191200,191699)(191200,191700)	Mt	191450	501	0.114823
(191298,191797)(191300,191799)(191300,191800)	Mt	191550	501	0.105586
(191398,191897)(191400,191899)(191400,191900)	Mt	191650	501	0.102513
(191498,191997)(191500,191999)(191500,192000)	Mt	191750	501	0.099783
(191598,192097)(191600,192099)(191600,192100)	Mt	191850	501	0.097135
(191698,192197)(191700,192199)(191700,192200)	Mt	191950	501	0.093614
(191798,192297)(191800,192299)(191800,192300)	Mt	192050	501	0.094697
(191898,192397)(191900,192399)(191900,192400)	Mt	192150	501	0.098848
(191998,192497)(192000,192499)(192000,192500)	Mt	192250	501	0.106589
(192098,192597)(192100,192599)(192100,192600)	Mt	192350	501	0.105765
(192198,192697)(192200,192699)(192200,192700)	Mt	192450	501	0.107313
(192298,192797)(192300,192799)(192300,192800)	Mt	192550	501	0.110058
(192398,192897)(192400,192899)(192400,192900)	Mt	192650	501	0.109996
(192498,192997)(192500,192999)(192500,193000)	Mt	192750	501	0.111664
(192598,193097)(192600,193099)(192600,193100)	Mt	192850	501	0.104855
(192698,193197)(192700,193199)(192700,193200)	Mt	192950	501	0.112716
(192798,193297)(192800,193299)(192800,193300)	Mt	193050	501	0.110852
(192898,193397)(192900,193399)(192900,193400)	Mt	193150	501	0.110712
(192998,193497)(193000,193499)(193000,193500)	Mt	193250	501	0.109487
(193098,193597)(193100,193599)(193100,193600)	Mt	193350	501	0.112724
(193198,193697)(193200,193699)(193200,193700)	Mt	193450	501	0.106138
(193298,193797)(193300,193799)(193300,193800)	Mt	193550	501	0.107516
(193398,193897)(193400,193899)(193400,193900)	Mt	193650	501	0.109257
(193498,193997)(193500,193999)(193500,194000)	Mt	193750	501	0.115102
(193598,194097)(193600,194099)(193600,194100)	Mt	193850	501	0.112563
(193698,194197)(193700,194199)(193700,194200)	Mt	193950	501	0.117896
(193798,194297)(193800,194299)(193800,194300)	Mt	194050	501	0.120030
(193898,194397)(193900,194399)(193900,194400)	Mt	194150	501	0.123594
(193998,194497)(194000,194499)(194000,194500)	Mt	194250	501	0.113001
(194098,194597)(194100,194599)(194100,194600)	Mt	194350	501	0.112682
(194198,194697)(194200,194699)(194200,194700)	Mt	194450	501	0.106166
(194298,194797)(194300,194799)(194300,194800)	Mt	194550	501	0.099048
(194398,194897)(194400,194899)(194400,194900)	Mt	194650	501	0.099566
(194498,194997)(194500,194999)(194500,195000)	Mt	194750	501	0.117450
(194598,195097)(194600,195099)(194600,195100)	Mt	194850	501	0.117873
(194698,195197)(194700,195199)(194700,195200)	Mt	194950	501	0.112371
(194798,195297)(194800,195299)(194800,195300)	Mt	195050	501	0.108225
(194898,195397)(194900,195399)(194900,195400)	Mt	195150	501	0.106835
(194998,195497)(195000,195499)(195000,195500)	Mt	195250	501	0.095923
(195098,195597)(195100,195599)(195100,195600)	Mt	195350	501	0.099066
(195198,195697)(195200,195699)(195200,195700)	Mt	195450	501	0.106246
(195298,195797)(195300,195799)(195300,195800)	Mt	195550	501	0.122228
(195398,195897)(195400,195899)(195400,195900)	Mt	195650	501	0.122641
(195498,195997)(195500,195999)(195500,196000)	Mt	195750	501	0.114328
