#Chromo	Pos	Watterson	Pairwise	thetaSingleton	thetaH	thetaL
J02459.1	22258	-inf	-39.805321	-38.195938	-42.002472	-40.393097
J02459.1	22259	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22260	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22261	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22262	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22263	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22264	-35.579487	-36.084618	-34.479561	-38.276390	-36.671856
J02459.1	22265	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22266	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22267	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22268	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22269	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22270	-inf	-46.997616	-45.388180	-49.194839	-47.585403
J02459.1	22271	-inf	-46.997616	-45.388180	-49.194839	-47.585403
J02459.1	22272	-inf	-46.997616	-45.388180	-49.194839	-47.585403
J02459.1	22273	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22274	-inf	-47.690773	-46.081337	-49.887997	-48.278561
J02459.1	22275	-inf	-44.530605	-42.921169	-46.727829	-45.118393
J02459.1	22276	-inf	-44.530605	-42.921169	-46.727829	-45.118393
J02459.1	22277	-inf	-47.690773	-46.081337	-49.887997	-48.278561
J02459.1	22278	-inf	-43.161396	-41.551960	-45.358616	-43.749180
J02459.1	22279	-inf	-41.853752	-40.244320	-44.050964	-42.441536
J02459.1	22280	-inf	-39.442223	-37.832951	-41.639236	-40.029987
J02459.1	22281	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22282	-inf	-43.161396	-41.551960	-45.358616	-43.749180
J02459.1	22283	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22284	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22285	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22286	-37.776714	-38.767029	-37.157921	-40.963844	-39.354774
J02459.1	22287	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22288	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22289	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22290	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22291	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22292	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22293	-1.039912	-0.587787	-71.684654	-0.587787	-0.587787
J02459.1	22294	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22295	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22296	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22297	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22298	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22299	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22300	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22301	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22302	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22303	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22304	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22305	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22306	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22307	-inf	-39.738728	-38.129402	-41.935814	-40.326500
J02459.1	22308	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22309	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22310	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22311	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22312	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22313	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22314	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22315	-35.579487	-36.169960	-34.562736	-38.364426	-36.757473
J02459.1	22316	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22317	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22318	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22319	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22320	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22321	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22322	-37.776714	-38.767029	-37.157921	-40.963844	-39.354774
J02459.1	22323	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22324	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22325	-inf	-42.476826	-40.867393	-44.674038	-43.064610
J02459.1	22326	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22327	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22328	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22329	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22330	-inf	-43.161396	-41.551960	-45.358616	-43.749180
J02459.1	22331	-inf	-43.161396	-41.551960	-45.358616	-43.749180
J02459.1	22332	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22333	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22334	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22335	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22336	-inf	-40.117569	-38.508217	-42.314686	-40.705345
J02459.1	22337	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22338	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22339	-inf	-47.690773	-46.081337	-49.888001	-48.278561
J02459.1	22340	-inf	-47.690773	-46.081337	-49.888001	-48.278561
J02459.1	22341	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22342	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22343	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22344	-inf	-47.690773	-46.081337	-49.888001	-48.278561
J02459.1	22345	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22346	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22347	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22348	-inf	-46.997616	-45.388180	-49.194843	-47.585403
J02459.1	22349	-inf	-43.845989	-42.236553	-46.043213	-44.433777
J02459.1	22350	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22351	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22352	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22353	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22354	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22355	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22356	-37.776714	-38.091930	-36.483139	-40.288349	-38.679638
J02459.1	22357	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22358	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22359	-37.776714	-38.091930	-36.483139	-40.288349	-38.679638
J02459.1	22360	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22361	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22362	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22363	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22364	-inf	-46.304459	-44.695023	-48.501686	-46.892246
J02459.1	22365	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22366	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22367	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22368	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22369	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22370	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22371	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22372	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22373	-37.083565	-37.757915	-36.148918	-39.954594	-38.345650
J02459.1	22374	-1.039912	-0.587787	-94.360414	-0.587787	-0.587787
J02459.1	22375	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22376	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22377	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22378	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22379	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22380	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22381	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22382	-37.083565	-37.757915	-36.148918	-39.954594	-38.345650
J02459.1	22383	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22384	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22385	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22386	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22387	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22388	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22389	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22390	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22391	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22392	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22393	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22394	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22395	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22396	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22397	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22398	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22399	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22400	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22401	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22402	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22403	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22404	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22405	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22406	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22407	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22408	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22409	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22410	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22411	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22412	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22413	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22414	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22415	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22416	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22417	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22418	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22419	-36.390419	-37.075527	-35.466957	-39.271667	-37.663204
J02459.1	22420	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22421	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22422	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	22423	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	22424	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22425	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22426	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22427	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22428	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22429	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22430	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22431	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22432	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22433	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22434	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22435	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22436	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22437	-36.390419	-37.075527	-35.466957	-39.271667	-37.663204
J02459.1	22438	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22439	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22440	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22441	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22442	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22443	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22444	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22445	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22446	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22447	-33.445980	-34.013943	-32.440868	-36.166138	-34.597134
J02459.1	22448	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22449	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22450	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22451	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22452	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22453	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22454	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22455	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22456	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22457	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22458	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22459	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22460	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22461	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22462	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22463	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22464	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22465	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22466	-37.776714	-38.440296	-36.831081	-40.637245	-39.028057
J02459.1	22467	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22468	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22469	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22470	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22471	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22472	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22473	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22474	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22475	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22476	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22477	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22478	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22479	-36.167274	-36.741348	-35.134399	-38.935471	-37.328827
J02459.1	22480	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22481	-inf	-39.122753	-37.513428	-41.319836	-39.710526
J02459.1	22482	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22483	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22484	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22485	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22486	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22487	-36.678101	-37.416794	-35.808624	-39.612434	-38.004421
J02459.1	22488	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22489	-36.678101	-37.416794	-35.808624	-39.612434	-38.004421
J02459.1	22490	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22491	-35.579487	-36.084618	-34.479561	-38.276390	-36.671856
J02459.1	22492	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22493	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22494	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22495	-37.776714	-38.440296	-36.831081	-40.637245	-39.028057
J02459.1	22496	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22497	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22498	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22499	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22500	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22501	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22502	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22503	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22504	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22505	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22506	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22507	-inf	-39.122753	-37.513428	-41.319836	-39.710526
J02459.1	22508	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22509	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22510	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22511	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22512	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22513	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22514	-inf	-90.077911	-inf	-89.933137	-90.002907
J02459.1	22515	-inf	-44.918148	-43.308712	-47.115376	-45.505936
J02459.1	22516	-inf	-45.611305	-44.001869	-47.808533	-46.199093
J02459.1	22517	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22518	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22519	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22520	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22521	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22522	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22523	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22524	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22525	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22526	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22527	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22528	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22529	-inf	-39.805321	-38.195938	-42.002472	-40.393097
J02459.1	22530	-36.167274	-36.741348	-35.134399	-38.935471	-37.328827
J02459.1	22531	-37.776714	-38.440296	-36.831081	-40.637245	-39.028057
J02459.1	22532	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22533	-inf	-39.738728	-38.129402	-41.935814	-40.326500
J02459.1	22534	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22535	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22536	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22537	-inf	-39.738728	-38.129402	-41.935814	-40.326500
J02459.1	22538	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22539	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22540	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22541	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22542	-inf	-44.224991	-42.615555	-46.422215	-44.812778
J02459.1	22543	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22544	-inf	-44.918148	-43.308712	-47.115372	-45.505936
J02459.1	22545	-inf	-44.918148	-43.308712	-47.115372	-45.505936
J02459.1	22546	-inf	-41.792282	-40.182858	-43.989487	-42.380066
J02459.1	22547	-inf	-39.805321	-38.195938	-42.002472	-40.393097
J02459.1	22548	-inf	-44.918148	-43.308712	-47.115372	-45.505936
J02459.1	22549	-inf	-41.107754	-39.498344	-43.304943	-41.695538
J02459.1	22550	-34.886341	-35.409733	-33.808842	-37.596375	-35.996456
J02459.1	22551	-inf	-42.838680	-41.229244	-45.035900	-43.426464
J02459.1	22552	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22553	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22554	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22555	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22556	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22557	-inf	-40.423244	-38.813862	-42.620400	-41.011024
J02459.1	22558	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22559	-inf	-43.531837	-41.922401	-45.729061	-44.119625
J02459.1	22560	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22561	-inf	-42.838680	-41.229244	-45.035900	-43.426468
J02459.1	22562	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22563	-inf	-39.738728	-38.129402	-41.935814	-40.326500
J02459.1	22564	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22565	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22566	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22567	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22568	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22569	-inf	-39.738728	-38.129402	-41.935814	-40.326504
J02459.1	22570	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22571	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22572	-34.165794	-34.704498	-33.113689	-36.878822	-35.289974
J02459.1	22573	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22574	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22575	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22576	-inf	-42.145519	-40.536087	-44.342739	-42.733307
J02459.1	22577	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22578	-inf	-42.838680	-41.229244	-45.035904	-43.426468
J02459.1	22579	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22580	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22581	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22582	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22583	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22584	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22585	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22586	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22587	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22588	-35.830803	-36.392948	-34.785229	-38.588032	-36.980522
J02459.1	22589	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22590	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22591	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22592	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22593	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22594	-inf	-39.054192	-37.444973	-41.251141	-39.641949
J02459.1	22595	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22596	-37.083565	-37.757915	-36.148918	-39.954594	-38.345650
J02459.1	22597	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22598	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22599	-34.832275	-35.386803	-33.786903	-37.572224	-35.973404
J02459.1	22600	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22601	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22602	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22603	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22604	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22605	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22606	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22607	-inf	-40.066029	-38.456619	-42.263214	-40.653809
J02459.1	22608	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	22609	-inf	-39.372845	-37.763466	-41.569992	-39.960621
J02459.1	22610	-36.390419	-36.999569	-35.391838	-39.194664	-37.587143
J02459.1	22611	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22612	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22613	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22614	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22615	-37.083565	-37.684769	-36.076191	-39.880917	-38.272446
J02459.1	22616	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22617	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22618	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22619	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22620	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22621	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22622	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22623	-37.776714	-38.369568	-36.760567	-40.566250	-38.957302
J02459.1	22624	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22625	-inf	-40.759201	-39.149776	-42.956406	-41.346985
J02459.1	22626	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22627	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22628	-inf	-41.452366	-39.842934	-43.649578	-42.040150
J02459.1	22629	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22630	-inf	-42.145523	-40.536087	-44.342743	-42.733307
J02459.1	22631	-inf	-42.838680	-41.229244	-45.035904	-43.426468
